path_id	gene	PC	loading	name	size
hsa04072	DGKD	PC1	-0.111492034602709	Phospholipase D signaling pathway	54
hsa04072	GRM7	PC1	-0.059089184737184	Phospholipase D signaling pathway	54
hsa04072	MRAS	PC1	-0.00213220422614429	Phospholipase D signaling pathway	54
hsa04072	PIK3CB	PC1	0.0900506795757732	Phospholipase D signaling pathway	54
hsa04072	PLD1	PC1	0.1134507034594	Phospholipase D signaling pathway	54
hsa04072	PIK3CA	PC1	0.173306263359983	Phospholipase D signaling pathway	54
hsa04072	DGKG	PC1	-0.115007272942413	Phospholipase D signaling pathway	54
hsa04072	KIT	PC1	0.0955229552562544	Phospholipase D signaling pathway	54
hsa04072	CXCL8	PC1	-0.135321907428605	Phospholipase D signaling pathway	54
hsa04072	EGF	PC1	-0.0756787468736463	Phospholipase D signaling pathway	54
hsa04072	GAB1	PC1	0.0443107069826646	Phospholipase D signaling pathway	54
hsa04072	PDGFC	PC1	0.0980743213276345	Phospholipase D signaling pathway	54
hsa04072	ADCY2	PC1	0.00770049698918642	Phospholipase D signaling pathway	54
hsa04072	PIK3R1	PC1	-0.10083942788583	Phospholipase D signaling pathway	54
hsa04072	FYN	PC1	-0.197254459636653	Phospholipase D signaling pathway	54
hsa04072	CYTH3	PC1	-0.110925829893117	Phospholipase D signaling pathway	54
hsa04072	AGPAT5	PC1	0.0409358630505453	Phospholipase D signaling pathway	54
hsa04072	PTK2B	PC1	-0.12578587110786	Phospholipase D signaling pathway	54
hsa04072	PIP5K1B	PC1	0.293976764091405	Phospholipase D signaling pathway	54
hsa04072	SYK	PC1	-0.0897099909203178	Phospholipase D signaling pathway	54
hsa04072	DNM1	PC1	-0.0678148166761491	Phospholipase D signaling pathway	54
hsa04072	RRAS2	PC1	-0.0242746195725468	Phospholipase D signaling pathway	54
hsa04072	MS4A2	PC1	0.0727067126023139	Phospholipase D signaling pathway	54
hsa04072	GAB2	PC1	-0.0438842349891556	Phospholipase D signaling pathway	54
hsa04072	PDGFD	PC1	-0.110218341338501	Phospholipase D signaling pathway	54
hsa04072	LPAR5	PC1	0.0361052642709708	Phospholipase D signaling pathway	54
hsa04072	DGKH	PC1	-0.0235666034779869	Phospholipase D signaling pathway	54
hsa04072	MAP2K1	PC1	-0.0175879854479732	Phospholipase D signaling pathway	54
hsa04072	ADCY9	PC1	-0.0369827693003035	Phospholipase D signaling pathway	54
hsa04072	ADCY7	PC1	0.0722388115067704	Phospholipase D signaling pathway	54
hsa04072	PLCG2	PC1	-0.0886284275190974	Phospholipase D signaling pathway	54
hsa04072	PIK3R5	PC1	-0.124405342736928	Phospholipase D signaling pathway	54
hsa04072	DGKE	PC1	-0.0517135704859774	Phospholipase D signaling pathway	54
hsa04072	PRKCA	PC1	-0.134960607515898	Phospholipase D signaling pathway	54
hsa04072	CYTH1	PC1	-0.15003990729562	Phospholipase D signaling pathway	54
hsa04072	INSR	PC1	0.0305364841535	Phospholipase D signaling pathway	54
hsa04072	PLA2G4C	PC1	-0.0200323465574968	Phospholipase D signaling pathway	54
hsa04072	RRAS	PC1	-0.122198084089976	Phospholipase D signaling pathway	54
hsa04072	AVP	PC1	-0.330211229827515	Phospholipase D signaling pathway	54
hsa04072	PLCB1	PC1	-0.408438017266956	Phospholipase D signaling pathway	54
hsa04072	PLCB4	PC1	-0.203104993583949	Phospholipase D signaling pathway	54
hsa04072	AGPAT3	PC1	0.106340526675636	Phospholipase D signaling pathway	54
hsa04080	LEPR	PC1	0.0411065772455165	Neuroactive ligand-receptor interaction	39
hsa04080	PTGER3	PC1	-0.104540558267095	Neuroactive ligand-receptor interaction	39
hsa04080	S1PR1	PC1	0.0366957692270518	Neuroactive ligand-receptor interaction	39
hsa04080	CHRM3	PC1	0.418117464424457	Neuroactive ligand-receptor interaction	39
hsa04080	TACR1	PC1	-0.0263427504914139	Neuroactive ligand-receptor interaction	39
hsa04080	CALCRL	PC1	0.0397188575039643	Neuroactive ligand-receptor interaction	39
hsa04080	PTH2R	PC1	-0.361594117882496	Neuroactive ligand-receptor interaction	39
hsa04080	GRM7	PC1	0.0822021788416225	Neuroactive ligand-receptor interaction	39
hsa04080	THRB	PC1	0.354140952253985	Neuroactive ligand-receptor interaction	39
hsa04080	HTR1F	PC1	0.388410166569554	Neuroactive ligand-receptor interaction	39
hsa04080	GPR156	PC1	-0.000391162356756539	Neuroactive ligand-receptor interaction	39
hsa04080	P2RY14	PC1	0.261797399626267	Neuroactive ligand-receptor interaction	39
hsa04080	RXFP1	PC1	0.0293544821785247	Neuroactive ligand-receptor interaction	39
hsa04080	PTGER4	PC1	0.223208401203867	Neuroactive ligand-receptor interaction	39
hsa04080	GHR	PC1	0.0951220941663389	Neuroactive ligand-receptor interaction	39
hsa04080	GABBR1	PC1	0.104309100397913	Neuroactive ligand-receptor interaction	39
hsa04080	GABRR2	PC1	-0.0330640425237202	Neuroactive ligand-receptor interaction	39
hsa04080	GRIK2	PC1	-0.0149647787535258	Neuroactive ligand-receptor interaction	39
hsa04080	NMBR	PC1	0.0514904115534179	Neuroactive ligand-receptor interaction	39
hsa04080	PRSS3	PC1	0.0234269198110545	Neuroactive ligand-receptor interaction	39
hsa04080	C5	PC1	0.0718814832062996	Neuroactive ligand-receptor interaction	39
hsa04080	ADRA2A	PC1	0.0837386480347888	Neuroactive ligand-receptor interaction	39
hsa04080	GRIK4	PC1	-0.0309883956108366	Neuroactive ligand-receptor interaction	39
hsa04080	SPX	PC1	0.0113292588925235	Neuroactive ligand-receptor interaction	39
hsa04080	HTR2A	PC1	0.0375170223620621	Neuroactive ligand-receptor interaction	39
hsa04080	CYSLTR2	PC1	0.191587096981986	Neuroactive ligand-receptor interaction	39
hsa04080	CTSG	PC1	0.00892984255386934	Neuroactive ligand-receptor interaction	39
hsa04080	PTGER2	PC1	-0.0415930066511815	Neuroactive ligand-receptor interaction	39
hsa04080	TSHR	PC1	-0.0370283619583054	Neuroactive ligand-receptor interaction	39
hsa04080	CHRNA7	PC1	0.0722883004042189	Neuroactive ligand-receptor interaction	39
hsa04080	NPW	PC1	-0.12571151103889	Neuroactive ligand-receptor interaction	39
hsa04080	P2RX1	PC1	-0.0787562400831041	Neuroactive ligand-receptor interaction	39
hsa04080	TMEM97	PC1	-0.0894754803536429	Neuroactive ligand-receptor interaction	39
hsa04080	GRIN2C	PC1	0.0115115943049681	Neuroactive ligand-receptor interaction	39
hsa04080	C3	PC1	0.0638573009671133	Neuroactive ligand-receptor interaction	39
hsa04080	PTGIR	PC1	0.0744872046667264	Neuroactive ligand-receptor interaction	39
hsa04080	AVP	PC1	0.356739212366411	Neuroactive ligand-receptor interaction	39
hsa04080	CYSLTR1	PC1	0.156699123678632	Neuroactive ligand-receptor interaction	39
hsa04080	GRIA3	PC1	-0.0106144426453052	Neuroactive ligand-receptor interaction	39
hsa04110	CDC20	PC1	-0.0790217999518929	Cell cycle	54
hsa04110	ORC1	PC1	-0.0319171219775283	Cell cycle	54
hsa04110	GADD45A	PC1	-0.0749151220265867	Cell cycle	54
hsa04110	CDC7	PC1	-0.182877719772472	Cell cycle	54
hsa04110	TGFB2	PC1	0.0235846335161947	Cell cycle	54
hsa04110	BUB1	PC1	0.0226919907929496	Cell cycle	54
hsa04110	ANAPC1	PC1	-0.0461740291532442	Cell cycle	54
hsa04110	MCM6	PC1	-0.122603706555895	Cell cycle	54
hsa04110	ORC4	PC1	-0.0951792995746211	Cell cycle	54
hsa04110	CDC25A	PC1	-0.116063734099305	Cell cycle	54
hsa04110	MCM2	PC1	-0.239992482847322	Cell cycle	54
hsa04110	CDK7	PC1	0.0675581098825286	Cell cycle	54
hsa04110	CDC23	PC1	-0.0320847091806316	Cell cycle	54
hsa04110	PTTG1	PC1	-0.0739812087673732	Cell cycle	54
hsa04110	CDKN1A	PC1	0.0347923744428859	Cell cycle	54
hsa04110	CCND3	PC1	0.208601065167817	Cell cycle	54
hsa04110	MCM3	PC1	-0.320565398364637	Cell cycle	54
hsa04110	TTK	PC1	-0.0387880302432553	Cell cycle	54
hsa04110	ORC3	PC1	-0.0357765766072795	Cell cycle	54
hsa04110	DBF4	PC1	-0.082363222710456	Cell cycle	54
hsa04110	CDK6	PC1	-0.0620167735252813	Cell cycle	54
hsa04110	MCM7	PC1	-0.247877997651308	Cell cycle	54
hsa04110	PRKDC	PC1	-0.30057472397502	Cell cycle	54
hsa04110	E2F5	PC1	-0.0279488328218801	Cell cycle	54
hsa04110	CCNE2	PC1	-0.0286932466650347	Cell cycle	54
hsa04110	RAD21	PC1	-0.158270234139486	Cell cycle	54
hsa04110	MTBP	PC1	-0.117164743908647	Cell cycle	54
hsa04110	MYC	PC1	-0.273918308991526	Cell cycle	54
hsa04110	CDC14B	PC1	0.0146789448802264	Cell cycle	54
hsa04110	ABL1	PC1	-0.0481018975242581	Cell cycle	54
hsa04110	CDKN1C	PC1	0.105623889146106	Cell cycle	54
hsa04110	WEE1	PC1	-0.117315536050069	Cell cycle	54
hsa04110	CHEK1	PC1	-0.218874415829987	Cell cycle	54
hsa04110	ANAPC7	PC1	-0.0832830312173353	Cell cycle	54
hsa04110	PDS5B	PC1	-0.0594021628358825	Cell cycle	54
hsa04110	RB1	PC1	-0.0475931105954649	Cell cycle	54
hsa04110	TFDP1	PC1	-0.250450582402631	Cell cycle	54
hsa04110	BUB1B	PC1	-0.0181379895612945	Cell cycle	54
hsa04110	KNL1	PC1	-0.0447979278787239	Cell cycle	54
hsa04110	SMAD3	PC1	-0.0853587755108011	Cell cycle	54
hsa04110	ORC6	PC1	-0.185198161248922	Cell cycle	54
hsa04110	CDT1	PC1	-0.234130010663067	Cell cycle	54
hsa04110	CDC6	PC1	-0.0638877978836455	Cell cycle	54
hsa04110	DBF4B	PC1	-0.0389386380882494	Cell cycle	54
hsa04110	ESCO1	PC1	0.0499401504209394	Cell cycle	54
hsa04110	CDKN2D	PC1	0.0247780702733765	Cell cycle	54
hsa04110	TGFB1	PC1	-0.0137081697821805	Cell cycle	54
hsa04110	CDC25B	PC1	-0.0682585853019902	Cell cycle	54
hsa04110	E2F1	PC1	-0.0960955796834295	Cell cycle	54
hsa04110	RBL1	PC1	-0.25345086723016	Cell cycle	54
hsa04110	CDC45	PC1	-0.074601522818752	Cell cycle	54
hsa04110	CHEK2	PC1	-0.0247623729267157	Cell cycle	54
hsa04110	MCM5	PC1	-0.267497578369069	Cell cycle	54
hsa04110	SMC1B	PC1	-0.0429464883618251	Cell cycle	54
hsa04114	CDC20	PC1	0.161960310474404	Oocyte meiosis	30
hsa04114	ADCY3	PC1	0.266103551044733	Oocyte meiosis	30
hsa04114	PPP1CB	PC1	-0.217008780730019	Oocyte meiosis	30
hsa04114	SPDYA	PC1	-0.254436261805973	Oocyte meiosis	30
hsa04114	BUB1	PC1	0.191248690798322	Oocyte meiosis	30
hsa04114	ANAPC1	PC1	0.30816742166479	Oocyte meiosis	30
hsa04114	CAMK2D	PC1	-0.182387856439078	Oocyte meiosis	30
hsa04114	ADCY2	PC1	0.139750233663489	Oocyte meiosis	30
hsa04114	CDC23	PC1	0.176910532341302	Oocyte meiosis	30
hsa04114	PTTG1	PC1	0.178208518572325	Oocyte meiosis	30
hsa04114	CPEB4	PC1	0.0871497675835611	Oocyte meiosis	30
hsa04114	MAPK14	PC1	-0.112536808576307	Oocyte meiosis	30
hsa04114	MAPK13	PC1	-0.31305166102358	Oocyte meiosis	30
hsa04114	RPS6KA2	PC1	-0.0667027763496309	Oocyte meiosis	30
hsa04114	SPDYE12	PC1	-0.315876760451586	Oocyte meiosis	30
hsa04114	SPDYE5	PC1	0.0291242270318861	Oocyte meiosis	30
hsa04114	PPP3CC	PC1	-0.0390414074189196	Oocyte meiosis	30
hsa04114	CCNE2	PC1	-0.068497699289666	Oocyte meiosis	30
hsa04114	FBXO43	PC1	0.0308995071330346	Oocyte meiosis	30
hsa04114	CPEB3	PC1	0.171240335898796	Oocyte meiosis	30
hsa04114	ITPR2	PC1	0.0402531437963523	Oocyte meiosis	30
hsa04114	ANAPC7	PC1	0.223956341237635	Oocyte meiosis	30
hsa04114	CALM1	PC1	0.20128231587185	Oocyte meiosis	30
hsa04114	MAP2K1	PC1	0.110712848293438	Oocyte meiosis	30
hsa04114	IGF1R	PC1	0.135554976381969	Oocyte meiosis	30
hsa04114	ADCY9	PC1	0.156228418494211	Oocyte meiosis	30
hsa04114	ADCY7	PC1	0.262130694654138	Oocyte meiosis	30
hsa04114	SMC1B	PC1	-0.257118531709218	Oocyte meiosis	30
hsa04114	RPS6KA3	PC1	0.0250052526743825	Oocyte meiosis	30
hsa04114	RPS6KA6	PC1	-0.0335147938172937	Oocyte meiosis	30
hsa04115	GADD45A	PC1	-0.341670005948815	p53 signaling pathway	20
hsa04115	STEAP3	PC1	-0.259235112350509	p53 signaling pathway	20
hsa04115	CASP8	PC1	0.181333183738175	p53 signaling pathway	20
hsa04115	ZMAT3	PC1	0.24257056802441	p53 signaling pathway	20
hsa04115	CASP3	PC1	-0.194409200342026	p53 signaling pathway	20
hsa04115	CDKN1A	PC1	0.0773395922286141	p53 signaling pathway	20
hsa04115	CCND3	PC1	0.353965992405254	p53 signaling pathway	20
hsa04115	SESN1	PC1	0.09771289808694	p53 signaling pathway	20
hsa04115	CDK6	PC1	0.220837880132883	p53 signaling pathway	20
hsa04115	SERPINE1	PC1	-0.0715651366739893	p53 signaling pathway	20
hsa04115	TNFRSF10A	PC1	-0.322369184531284	p53 signaling pathway	20
hsa04115	CCNE2	PC1	0.186101473150708	p53 signaling pathway	20
hsa04115	DDB2	PC1	0.156287231089108	p53 signaling pathway	20
hsa04115	SESN3	PC1	0.445821961696002	p53 signaling pathway	20
hsa04115	CHEK1	PC1	-0.113852780036925	p53 signaling pathway	20
hsa04115	THBS1	PC1	-0.0597933270019466	p53 signaling pathway	20
hsa04115	BCL2	PC1	-0.218342396133342	p53 signaling pathway	20
hsa04115	PPP1R13L	PC1	0.0674300523251347	p53 signaling pathway	20
hsa04115	BCL2L1	PC1	-0.151766935336261	p53 signaling pathway	20
hsa04115	CHEK2	PC1	0.195703484688743	p53 signaling pathway	20
hsa04120	CDC20	PC1	-0.192352961729777	Ubiquitin mediated proteolysis	35
hsa04120	ANAPC1	PC1	-0.0796227060443067	Ubiquitin mediated proteolysis	35
hsa04120	UBE2E2	PC1	-0.141905980144095	Ubiquitin mediated proteolysis	35
hsa04120	UBA3	PC1	-0.184065309534713	Ubiquitin mediated proteolysis	35
hsa04120	HERC3	PC1	-0.00932171567349269	Ubiquitin mediated proteolysis	35
hsa04120	ERCC8	PC1	-0.20272638367047	Ubiquitin mediated proteolysis	35
hsa04120	CDC23	PC1	-0.0838032022981986	Ubiquitin mediated proteolysis	35
hsa04120	NHLRC1	PC1	-0.0681558551061229	Ubiquitin mediated proteolysis	35
hsa04120	PRKN	PC1	0.29242443808005	Ubiquitin mediated proteolysis	35
hsa04120	SMURF1	PC1	-0.316886971462331	Ubiquitin mediated proteolysis	35
hsa04120	UBE2H	PC1	0.132583121699557	Ubiquitin mediated proteolysis	35
hsa04120	WWP1	PC1	0.0415850909953225	Ubiquitin mediated proteolysis	35
hsa04120	RHOBTB1	PC1	-0.103501661293741	Ubiquitin mediated proteolysis	35
hsa04120	HERC4	PC1	-0.0331799691054584	Ubiquitin mediated proteolysis	35
hsa04120	DDB2	PC1	0.204830896805307	Ubiquitin mediated proteolysis	35
hsa04120	DDB1	PC1	-0.206575185822319	Ubiquitin mediated proteolysis	35
hsa04120	BIRC3	PC1	0.0803315269888707	Ubiquitin mediated proteolysis	35
hsa04120	CBL	PC1	0.304240513267897	Ubiquitin mediated proteolysis	35
hsa04120	UBE3B	PC1	-0.00756464139238786	Ubiquitin mediated proteolysis	35
hsa04120	ANAPC7	PC1	-0.0653032509649732	Ubiquitin mediated proteolysis	35
hsa04120	FBXW8	PC1	0.0255367380880251	Ubiquitin mediated proteolysis	35
hsa04120	CUL4A	PC1	-0.150460110690781	Ubiquitin mediated proteolysis	35
hsa04120	NEDD4	PC1	-0.237956910602654	Ubiquitin mediated proteolysis	35
hsa04120	HERC1	PC1	-0.0270521309674319	Ubiquitin mediated proteolysis	35
hsa04120	DET1	PC1	-0.0503617015474884	Ubiquitin mediated proteolysis	35
hsa04120	UBE2G1	PC1	-0.0354253024862787	Ubiquitin mediated proteolysis	35
hsa04120	UBB	PC1	-0.253394701984778	Ubiquitin mediated proteolysis	35
hsa04120	BRCA1	PC1	-0.124310250258273	Ubiquitin mediated proteolysis	35
hsa04120	UBE2Z	PC1	-0.156573642396422	Ubiquitin mediated proteolysis	35
hsa04120	SMURF2	PC1	0.0684437834978913	Ubiquitin mediated proteolysis	35
hsa04120	UBE2O	PC1	-0.108759240636333	Ubiquitin mediated proteolysis	35
hsa04120	NEDD4L	PC1	-0.350898156073983	Ubiquitin mediated proteolysis	35
hsa04120	UBA2	PC1	-0.221990861237634	Ubiquitin mediated proteolysis	35
hsa04120	MID1	PC1	0.146242057203574	Ubiquitin mediated proteolysis	35
hsa04120	KLHL13	PC1	0.214126055303816	Ubiquitin mediated proteolysis	35
hsa04137	PINK1	PC1	-0.00227574609746956	Mitophagy - animal	29
hsa04137	JUN	PC1	0.416926886266256	Mitophagy - animal	29
hsa04137	EIF2AK3	PC1	0.296250503090497	Mitophagy - animal	29
hsa04137	MON1A	PC1	-0.0903564224157433	Mitophagy - animal	29
hsa04137	MITF	PC1	-0.164073273585849	Mitophagy - animal	29
hsa04137	MRAS	PC1	0.257562854296917	Mitophagy - animal	29
hsa04137	MAPK10	PC1	0.081451331270415	Mitophagy - animal	29
hsa04137	MTX3	PC1	0.00730198894976834	Mitophagy - animal	29
hsa04137	SQSTM1	PC1	0.21283088738498	Mitophagy - animal	29
hsa04137	FOXO3	PC1	-0.032411074204675	Mitophagy - animal	29
hsa04137	CITED2	PC1	-0.13247966555599	Mitophagy - animal	29
hsa04137	PRKN	PC1	-0.0417880257499455	Mitophagy - animal	29
hsa04137	RABGEF1	PC1	0.129550281312662	Mitophagy - animal	29
hsa04137	SMURF1	PC1	-0.172998463051393	Mitophagy - animal	29
hsa04137	OPTN	PC1	0.20040925390202	Mitophagy - animal	29
hsa04137	MAPK8	PC1	-0.170133646065429	Mitophagy - animal	29
hsa04137	RRAS2	PC1	0.0112258589550016	Mitophagy - animal	29
hsa04137	SP1	PC1	0.0702963391133367	Mitophagy - animal	29
hsa04137	USP15	PC1	-0.329284349918639	Mitophagy - animal	29
hsa04137	MAP1LC3B2	PC1	0.144371012486704	Mitophagy - animal	29
hsa04137	EIF2S1	PC1	-0.135839684392916	Mitophagy - animal	29
hsa04137	MON1B	PC1	0.101592566888861	Mitophagy - animal	29
hsa04137	UBB	PC1	0.0921431882735003	Mitophagy - animal	29
hsa04137	BECN1	PC1	0.110737634372417	Mitophagy - animal	29
hsa04137	CALCOCO2	PC1	0.410841195279602	Mitophagy - animal	29
hsa04137	SMURF2	PC1	0.177458731081054	Mitophagy - animal	29
hsa04137	RRAS	PC1	0.071445539173327	Mitophagy - animal	29
hsa04137	BCL2L1	PC1	-0.234809505161804	Mitophagy - animal	29
hsa04137	E2F1	PC1	-0.0666237672912843	Mitophagy - animal	29
hsa04140	PIK3CD	PC1	0.231578814648142	Autophagy - animal	49
hsa04140	PIK3R3	PC1	-0.0494850393502374	Autophagy - animal	49
hsa04140	P3R3URF-PIK3R3	PC1	-0.0593166789030614	Autophagy - animal	49
hsa04140	ATG4C	PC1	-0.0184451050041106	Autophagy - animal	49
hsa04140	AKT3	PC1	0.408008965216482	Autophagy - animal	49
hsa04140	EIF2AK3	PC1	0.12255795611127	Autophagy - animal	49
hsa04140	TANK	PC1	0.0442303326795403	Autophagy - animal	49
hsa04140	ATG16L1	PC1	-0.0767218503722107	Autophagy - animal	49
hsa04140	ATG7	PC1	0.0129755823387261	Autophagy - animal	49
hsa04140	PIK3R4	PC1	-0.0662401831947078	Autophagy - animal	49
hsa04140	MRAS	PC1	0.0917833888775128	Autophagy - animal	49
hsa04140	PIK3CB	PC1	-0.133244260536025	Autophagy - animal	49
hsa04140	PIK3CA	PC1	-0.178896480924557	Autophagy - animal	49
hsa04140	WDFY3	PC1	0.235769784895289	Autophagy - animal	49
hsa04140	MAPK10	PC1	0.0492748893540242	Autophagy - animal	49
hsa04140	PIK3R1	PC1	0.0536184882357865	Autophagy - animal	49
hsa04140	WDR41	PC1	-0.187173098525545	Autophagy - animal	49
hsa04140	ATG10	PC1	-0.0381890776993515	Autophagy - animal	49
hsa04140	SQSTM1	PC1	0.0891284311782734	Autophagy - animal	49
hsa04140	RRAGD	PC1	0.0119668029442773	Autophagy - animal	49
hsa04140	ATG5	PC1	0.0464046678095407	Autophagy - animal	49
hsa04140	RB1CC1	PC1	-0.0917931227117758	Autophagy - animal	49
hsa04140	DEPTOR	PC1	0.248523100114116	Autophagy - animal	49
hsa04140	C9orf72	PC1	0.0628370568009746	Autophagy - animal	49
hsa04140	DAPK1	PC1	0.365677775523031	Autophagy - animal	49
hsa04140	CTSL	PC1	-0.279406391594832	Autophagy - animal	49
hsa04140	OPTN	PC1	0.168875759050557	Autophagy - animal	49
hsa04140	MAPK8	PC1	-0.0125136372466588	Autophagy - animal	49
hsa04140	DDIT4	PC1	0.0545638598939775	Autophagy - animal	49
hsa04140	RRAS2	PC1	-0.0114305901893697	Autophagy - animal	49
hsa04140	MAP1LC3B2	PC1	0.120821391588435	Autophagy - animal	49
hsa04140	HMGB1	PC1	-0.300068489686341	Autophagy - animal	49
hsa04140	IRS2	PC1	-0.00131443043937295	Autophagy - animal	49
hsa04140	ATG14	PC1	-0.0279571514278854	Autophagy - animal	49
hsa04140	EIF2S1	PC1	-0.104275528137605	Autophagy - animal	49
hsa04140	DAPK2	PC1	0.0773618057410801	Autophagy - animal	49
hsa04140	MAP2K1	PC1	-0.0162739057599892	Autophagy - animal	49
hsa04140	IGF1R	PC1	-0.196338280634281	Autophagy - animal	49
hsa04140	UBB	PC1	-0.0644410371570062	Autophagy - animal	49
hsa04140	ULK2	PC1	-0.118229003395427	Autophagy - animal	49
hsa04140	BECN1	PC1	-0.00321693080618191	Autophagy - animal	49
hsa04140	CALCOCO2	PC1	0.1636447804178	Autophagy - animal	49
hsa04140	ERN1	PC1	-0.00868869775231622	Autophagy - animal	49
hsa04140	WIPI1	PC1	0.0503733364087888	Autophagy - animal	49
hsa04140	WDR45B	PC1	-0.0335869489835539	Autophagy - animal	49
hsa04140	BCL2	PC1	0.00894645889016802	Autophagy - animal	49
hsa04140	RRAS	PC1	0.12736575142267	Autophagy - animal	49
hsa04140	BCL2L1	PC1	-0.132923125039058	Autophagy - animal	49
hsa04140	MTMR3	PC1	0.137593177131253	Autophagy - animal	49
hsa04141	PDIA6	PC1	-0.319370617362275	Protein processing in endoplasmic reticulum	33
hsa04141	UBXN2A	PC1	-0.0607503607843313	Protein processing in endoplasmic reticulum	33
hsa04141	EIF2AK3	PC1	-0.0608855262564228	Protein processing in endoplasmic reticulum	33
hsa04141	NFE2L2	PC1	0.0403277929874988	Protein processing in endoplasmic reticulum	33
hsa04141	DNAJB2	PC1	-0.0308286613989239	Protein processing in endoplasmic reticulum	33
hsa04141	STT3B	PC1	0.0358862550080482	Protein processing in endoplasmic reticulum	33
hsa04141	MAPK10	PC1	0.0840587350936356	Protein processing in endoplasmic reticulum	33
hsa04141	SEC24D	PC1	0.0341540545139941	Protein processing in endoplasmic reticulum	33
hsa04141	SEC24A	PC1	0.0055099084377921	Protein processing in endoplasmic reticulum	33
hsa04141	MAN1A1	PC1	0.101812786294643	Protein processing in endoplasmic reticulum	33
hsa04141	MAP3K5	PC1	-0.123011641202811	Protein processing in endoplasmic reticulum	33
hsa04141	PRKN	PC1	0.248474467673877	Protein processing in endoplasmic reticulum	33
hsa04141	HSPA5	PC1	-0.303337255935251	Protein processing in endoplasmic reticulum	33
hsa04141	DNAJC1	PC1	0.115276942072591	Protein processing in endoplasmic reticulum	33
hsa04141	MAPK8	PC1	-0.0215758218702988	Protein processing in endoplasmic reticulum	33
hsa04141	SEC24C	PC1	-0.162460050458001	Protein processing in endoplasmic reticulum	33
hsa04141	HSPA8	PC1	-0.371181756712327	Protein processing in endoplasmic reticulum	33
hsa04141	DDIT3	PC1	0.00839698550648769	Protein processing in endoplasmic reticulum	33
hsa04141	HSP90B1	PC1	-0.396656741149261	Protein processing in endoplasmic reticulum	33
hsa04141	CKAP4	PC1	0.0186933340079503	Protein processing in endoplasmic reticulum	33
hsa04141	UGGT2	PC1	-0.056985172932291	Protein processing in endoplasmic reticulum	33
hsa04141	DAD1	PC1	-0.201779138275539	Protein processing in endoplasmic reticulum	33
hsa04141	SEC23A	PC1	-0.000713177784424812	Protein processing in endoplasmic reticulum	33
hsa04141	EIF2S1	PC1	-0.230527942517851	Protein processing in endoplasmic reticulum	33
hsa04141	HSP90AA1	PC1	-0.422683724403856	Protein processing in endoplasmic reticulum	33
hsa04141	UBE2G1	PC1	0.00958755761036055	Protein processing in endoplasmic reticulum	33
hsa04141	ERN1	PC1	-0.0535517530398389	Protein processing in endoplasmic reticulum	33
hsa04141	BCL2	PC1	-0.118130917949957	Protein processing in endoplasmic reticulum	33
hsa04141	CALR	PC1	-0.110545712197924	Protein processing in endoplasmic reticulum	33
hsa04141	RAD23A	PC1	-0.199933335557515	Protein processing in endoplasmic reticulum	33
hsa04141	XBP1	PC1	-0.0528924948368237	Protein processing in endoplasmic reticulum	33
hsa04141	MBTPS2	PC1	-0.0740065045189624	Protein processing in endoplasmic reticulum	33
hsa04141	MAGT1	PC1	-0.10196338535072	Protein processing in endoplasmic reticulum	33
hsa04142	SORT1	PC1	-0.129326755380553	Lysosome	34
hsa04142	GBA1	PC1	0.00883736438806626	Lysosome	34
hsa04142	AP1S3	PC1	0.180520644938488	Lysosome	34
hsa04142	SUMF1	PC1	0.26258417434751	Lysosome	34
hsa04142	SCARB2	PC1	-0.269648270361063	Lysosome	34
hsa04142	ARSB	PC1	-0.0448945424639947	Lysosome	34
hsa04142	SLC17A5	PC1	-0.0166832462893224	Lysosome	34
hsa04142	IGF2R	PC1	0.21732806250096	Lysosome	34
hsa04142	AP4M1	PC1	0.072550276193542	Lysosome	34
hsa04142	ENTPD4	PC1	-0.0932901861399159	Lysosome	34
hsa04142	LAPTM4B	PC1	-0.38460258416637	Lysosome	34
hsa04142	CTSL	PC1	0.332531592181583	Lysosome	34
hsa04142	AP3M1	PC1	-0.115879276134208	Lysosome	34
hsa04142	LIPA	PC1	-0.0179362501466983	Lysosome	34
hsa04142	TCIRG1	PC1	0.0639906357640943	Lysosome	34
hsa04142	CD63	PC1	0.0415376930342537	Lysosome	34
hsa04142	GNPTAB	PC1	0.0462721092046397	Lysosome	34
hsa04142	ABCB9	PC1	0.0426186442451013	Lysosome	34
hsa04142	CTSG	PC1	0.142602584097071	Lysosome	34
hsa04142	AP4S1	PC1	0.011921165548301	Lysosome	34
hsa04142	GALC	PC1	0.146876965293846	Lysosome	34
hsa04142	LGMN	PC1	-0.053831409604902	Lysosome	34
hsa04142	CTSH	PC1	0.0445633603403065	Lysosome	34
hsa04142	AP3S2	PC1	0.0836320762341341	Lysosome	34
hsa04142	LITAF	PC1	-0.264031985707176	Lysosome	34
hsa04142	GGA2	PC1	0.191227296266295	Lysosome	34
hsa04142	GAA	PC1	0.2018566207027	Lysosome	34
hsa04142	WDR7	PC1	0.0900422764609072	Lysosome	34
hsa04142	MAN2B1	PC1	-0.145432850269207	Lysosome	34
hsa04142	NAPSA	PC1	0.0279538803212376	Lysosome	34
hsa04142	CTSA	PC1	0.000234740010958882	Lysosome	34
hsa04142	CLTCL1	PC1	0.23356229138179	Lysosome	34
hsa04142	GLA	PC1	0.0967970786848124	Lysosome	34
